,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,MOF Name,Ref Code,Application,Recommendation,Justification,Source,Original Application Name
13952,913,913.0,913,{[Cu(µ-22dmg)(µ-obix)]∙H2O}n<|>complex 2,LOBVAC,Hydrogen Storage,Recommended,"Complex 2 exhibited the maximum H2 uptake capacity as 58.23 cm3/ g STP at 1 bar and 77 K. The high H2 uptake in 2 was attributed its higher porosity (0.4) and larger pore sizes (1.96 × 3.30 Å) compared to those of 1 (0.36, 1.34 × 3.06 Å) and 3 (0.38, 1.50 × 2.96 Å).",10.1016/j.ica.2018.12.039,Hydrogen (H2) storage
13960,921,921.0,921,[Cd(H2biim)0.5(ip-OH)]n<|>complex 3,HUKYAP,Optical Devices,Investigated,The fluorescent properties of the complexes imply that they may be good candidates for optical materials.,10.1016/j.poly.2015.05.046,Optical materials
13962,923,923.0,923,{[Zn(HIN)(IN)NCS]}n<|>SCP 1,CEZKEA,Pollutant Removal,Recommended,"""The nanoparticles of SCP 1 and 2 were utilized for removal of methylene blue (MB) dye under UV-light irradiation and direct sunlight irradiation."" ""The nanoparticles of SCP 1 and 2 are good candidates for photocatalytic activity against organic dyes under UV-light and direct sunlight irradiation.""",10.1016/j.jphotochem.2018.06.032,Photocatalytic degradation of organic dyes
13977,938,938.0,938,[ZnCl(L3)0.5(L2)0.5]<|>compound 9,EQEJUG,Optical Devices,Investigated,The photoluminescent emissions show that these complexes may be good candidates for optical materials.,10.1016/j.poly.2010.12.027,Optical materials
13978,939,939.0,939,[CoCl(L3)0.5(L2)0.5]<|>compound 10,EQEKAN,Optical Devices,Investigated,The photoluminescent emissions show that these complexes may be good candidates for optical materials.,10.1016/j.poly.2010.12.027,Optical materials
13979,940,940.0,940,[Cd(L3)(H2O)3]·5.25H2O<|>compound 3,EQEHOY,Optical Devices,Investigated,The photoluminescent emissions show that these complexes may be good candidates for optical materials.,10.1016/j.poly.2010.12.027,Optical materials
13989,950,7.0,7,{[Tb(bdc)1.5(H2O)]⋅(DMF)(H2O)}∞<|>compound 1,VOXKIE,Photoluminescence,Recommended,This compound exhibits a bright green luminescence under UV irradiation.,10.1016/j.molstruc.2015.01.013,Luminescent materials
13999,960,17.0,17,Terbium oxalate<|>Tb2[(C2O4)3(H2O)6]·4H2O,BERBEI,Photoluminescence,Recommended,"The intense green luminescence observed for Terbium oxalate crystals for a wide range of excitation from DUV to visible region despite the luminescence limiting factors are discussed. The absence of concentration quenching and lifting up of forbidden nature of f-f transitions, allowing direct excitation of Terbium ions is analysed with the help of JO theory and single crystal structure analysis.",10.1016/j.jssc.2018.02.017,Luminescence
14007,968,25.0,25,"{[Cd(3,3′-azbpy)(suc)]·(MeOH)}n<|>compound 1",KOBPEZ,Carbon Capture,Recommended,"For all the compounds, except compound 1, very low CO2 uptakes are observed. For 1, the adsorption value is somewhat higher, 27.9 cm3 g−1 (5.4 wt%), although the nature of the curve indicates a surface adsorption.",10.1016/j.poly.2019.01.026,CO2 adsorption
14023,984,41.0,41,[{Co7(ip)5(μ-OH)4}(μ-bpp)2]·2(H2O)<|>compound 3,ANIDIL,Carbon Capture,Recommended,The gas sorption study of 3 revealed a relative high uptake of CO2 over N2 because of small dimension of channels.,10.1016/j.poly.2010.09.013,CO2 adsorption
14028,989,46.0,46,[Cd2(L)(μ3-OH)(H2O)2]<|>compound 3,NODQUU,Photoluminescence,Investigated,The solid-state luminescent properties of H3L and compounds 3 and 4 have been investigated at room temperature (Fig. S8).,10.1016/j.poly.2013.12.039,Photoluminescence
14029,990,47.0,47,[Zn(INAIP)]·2DMF<|>complex 1<|>compound 1,HAMJOW,Carbon Capture,Recommended,"Considering the great current interest of CO2 adsorption/separation, the present work provides nice example of selective sorption behaviors of CO2 over N2 that is not size-controlled, but quadrupole moment induced.",10.1016/j.micromeso.2010.10.011,CO2 adsorption/separation
14040,1001,58.0,58,{[Cd3(BTC)2(L)3(H2O)3]·3H2O}∞<|>compound 1,LUNRUJ,Hydrogen Storage,Recommended,"""Gas adsorption experiments of the desolvated product of 1 show that the H2 capture is preferable to N2 and CO2."" ""The present result suggests that for the triply interpenetrated coordination network 1, the H2 sorption is more accessible than N2 and CO2 sorptions.""",10.1016/j.poly.2015.04.027,Hydrogen storage
14043,1004,61.0,61,{Zn(L 1)24.25}n<|>complex 1,NEHZIK,Light Emitting Diodes,Recommended,The strong blue emission of 1 in the solid state may be potentially applicable as materials for blue-light-emitting diode devices.,10.1016/j.micromeso.2005.11.048,Blue-light-emitting diode devices
14051,1012,69.0,69,[Cd(L)(DCTP)]n<|>CP 1,QEDQAU,Sensors,Recommended,It is found that CP 1 revealed highly sensitive luminescence sensing for Fe3+ ions in acetonitrile solution with a high quenching efficiency of K SV =2541.238L·mol−1 and a low detection limit of 3.2μM (S/N=3).,10.1016/j.saa.2017.08.073,Sensing Fe3+ ions
14052,1013,70.0,70,[Cd(L)(DCTP)]n<|>CP 1,QEDQAU,Pollutant Removal,Recommended,"Moreover, the photocatalytic efficiency of 1 for degradation of methylene blue could reach 82.8% after 135min.",10.1016/j.saa.2017.08.073,Degradation of organic dyes
14053,1014,71.0,71,[Zn(HL)(H2O)]n<|>compound 1,IKEMUI,Optical Devices,Investigated,"""The solid-state luminescent properties of the two complexes and H3L ligand have been explored under ultraviolet light irradiation at ambient temperature."" and ""Solid-state luminescent properties of two complexes have been studied, which may act as the potential optical material.""",10.1016/j.molstruc.2016.04.001,Optical materials
14054,1015,72.0,72,[Zn3(L)2(H2O)2]n·(H2O)n<|>compound 2,IKENAP,Optical Devices,Investigated,"In addition, solid state luminescent properties of two complexes have also been studied in detail, which may act as the potential optical materials.",10.1016/j.molstruc.2016.04.001,Optical materials
14057,1018,75.0,75,[ZnCa(dcppa)(DMF)2]n<|>Complex 1,FUHMOM,Photoluminescence,Investigated,The luminescence properties of the complexes indicate that they may be promising candidates for potential luminescent materials and that the configuration and flexibility of the auxiliary ligands play an important role in directing the luminescence properties of the complexes.,10.1016/j.ica.2014.07.054,Luminescent materials
14058,1019,76.0,76,[ZnNa(dcppa)(DMF)]n·n(Me2NH2)·n(H2O)2<|>Complex 5,FUHNIH,Photoluminescence,Investigated,Complexes 1–5 display luminescent properties and may be potential candidates for blue luminescent materials.,10.1016/j.ica.2014.07.054,Luminescent materials
14059,1020,77.0,77,[ZnBa(dcppa)(DMA)2]n<|>Complex 4,FUHNED,Photoluminescence,Investigated,Complexes 1–5 display luminescent properties and may be potential candidates for blue luminescent materials.,10.1016/j.ica.2014.07.054,Luminescent materials
14073,1034,91.0,91,[Zn(bqdc)(phen)]n<|>compound 1,KECGEF,Photoluminescence,Recommended,Compounds 1 and 2 show blue photoluminescence under UV light suggesting that they may be employed to develop luminescent materials.,10.1016/j.jssc.2005.11.003,Luminescent materials
14078,1039,96.0,96,[Zn4(μ7-CTAI)(μ3-OH)(μ2-OH)3(H2O)2]n·2n(H2O)<|>Complex 1,UMAWOV,Photoluminescence,Recommended,"Both of the complexes show strong photoluminescence at room temperature, and may be good candidates for potential luminescence materials.",10.1016/j.ica.2010.12.023,Luminescent materials
14087,1048,105.0,105,Zn(L)(H2O)<|>complex 2,XEZMIA,Photoluminescence,Recommended,"In addition, the luminescent emission intensities of complexes 2, 3, 5 and 6 are much stronger than that of the ligand, so they may be suitable candidates for fluorescent materials.",10.1016/j.poly.2013.03.029,Fluorescent materials
14092,1053,110.0,110,[Sm(L)1.5(H2O)2·3H2O]n(3)<|>complex 3,DEHXEU01,Cancer Therapy,Recommended,"Actually, this novel metallic complexes have strongly interacts with duplex DNA and acts as a very efficient cytotoxic agent, as reflected by the low IC50 values obtained for various cell lines, which can be employed as anti-cancer drug for effective cancer chemotherapy in vitro.",10.1016/j.jinorgbio.2017.11.007,Anti-cancer therapy
14103,1064,121.0,121,[Ag(btx)0.5(DCTP)0.5]n<|>1,FEPPOI,Photocatalysis,Recommended,"In addition, it also displays high photocatalytic capacities for RhB. Approximately 93.1% of RhB were decomposed, whereas only 10.3% of RhB were decolored in the absence of any photocatalysts. The results indicate that 1 shows high photocatalytic degradation efficiency of dyes and may be candidates as better photocatalyst than other Ag(I) coordination polymers that have been investigated.",10.1016/j.molstruc.2017.11.038,Photocatalytic degradation of RhB
14123,1084,141.0,141,[Cd(diphenate)(4-bpmp)(H2O)]n<|>compound 4,ILAHEJ,Photoluminescence,Investigated,All five new crystalline phases undergo visible-light emission upon exposure to ultraviolet light.,10.1016/j.ica.2010.12.053,Luminescence
14124,1085,142.0,142,[Zn(μ-pzdc)(H2O)3]n<|>4,LEZCOK,Hydrogen Storage,Investigated,We predicted H2 uptake capacities of synthesized complexes using GCMC simulations in order to assess the potential of these materials for H2 storage.,10.1016/j.ica.2012.12.036,Hydrogen storage
14125,1086,143.0,143,[Cd(μ-pzdc)(2-meim)3]n<|>8,LIDZAB,Hydrogen Storage,Investigated,"We predicted H2 uptake capacities of synthesized complexes using GCMC simulations in order to assess the potential of these materials for H2 storage. Fig. 21 shows the single component adsorption isotherms of H2 in complexes at 298K as a function of fugacity. In all molecular simulations, the bulk phase composition was specified in terms of fugacity since the differences between fugacity and pressure for H2 for the conditions considered here are small. The adsorption capacities of 1 and 8 exceed 2mg H2/g material at pressures above 20bar at room temperature whereas the H2 uptake capacities of other materials are less than 1mg H2/g material.",10.1016/j.ica.2012.12.036,Hydrogen storage
14130,1091,148.0,148,{[Zn(L)(NO3)]·(H2O)}n<|>complex 1,RAGVAZ,Sensors,Investigated,"""It was reported that the fluorescence of some coordination complexes could be quenched by nitrobenzene (NB) under certain conditions, indicating their potential application as sensory materials for the detection of nitroaromatic explosives.[54] In our investigation, it was also found that the luminescence of complexes 1–5 could be quenched by nitrobenzene and the effects are similar (Fig. S6). Complex 1 is discussed in detail as a representative example.""",10.1016/j.poly.2016.12.043,Detection of nitroaromatic explosives
14141,1102,159.0,159,CuI 4L4(β-Mo8O26)<|>compound 2,IGEMIR,Photoluminescence,Investigated,"Currently, inorganic–organic hybrid compounds containing CuI cations have been investigated on fluorescent properties for their potential applications as luminescent materials.",10.1016/j.molstruc.2009.06.045,Luminescent materials
14145,1106,163.0,163,NaTb(dipic)2·7H2O,XUMGAO,Photoluminescence,Recommended,"The Eu and Tb compounds showed strong red and green emissions, respectively, due to an energy transfer from dipic molecules to trivalent emission ions.",10.1016/j.ica.2009.01.036,Luminescence
14146,1107,164.0,164,[Cd(pzdc)(H2O)2]n<|>complex 1,TOKBAX,Light Emitting Diodes,Recommended,The solid-state luminescent spectra demonstrate that complexes 1 and 2 are good candidates for greenish-blue-light-emitting materials.,10.1016/j.molstruc.2008.05.045,Greenish-blue-light-emitting materials
14154,1115,172.0,172,"[Cd(Hbic)2(H2O)]·(4,4′-bpy)·H2O<|>compound 1",LIWKIM,Photoluminescence,Investigated,"The fluorescent emission spectrum of compound 1 shows a yellow-green peak at 565nm (λ ex =399nm), which indicates the potential application as functional materials.",10.1016/j.molstruc.2007.01.036,Luminescent materials
14174,1135,192.0,192,{[Cd(dms)(4-pmina)]·2.5H2O}n<|>compound 3,CABDER,Sensors,Recommended,"Compound 3 shows capability for detection of nitrobenzene (Fig. 14) in ethanol suspension. Addition of small aliquots of nitrobenzene dissolved in DMSO (1×10−4 M) resulted in decrease of the coordination polymer luminescence intensity upon excitation with ultraviolet light (λ ex =335nm). This loss of emission signal is attributed to charge transfer from the excited states of the ligand molecular orbitals within the coordination polymer, to those of the adsorbed electron-withdrawing nitrobenzene analyte [5]. The intensity factor (I o − I)/I o (I o =maximum intensity in the absence of analyte) reaches a level about 32% of the initial I o value after 100μL of the stock analyte solution was added (Fig. S3). As a control experiment, aliquots of a benzene solution in DMSO (1×10−4 M) were added to an ethanol suspensions of 3. No decrease in luminescence intensity was observed. Thus, it is averred that the nitro group of the analyte is key for luminescence diminishing within coordination polymer 3.",10.1016/j.ica.2015.11.019,Detection of nitrobenzene
14176,1137,194.0,194,{[Ag4(pydc)2]CH3CN}n<|>complex 2,GUKXIU,Photoluminescence,Investigated,"The luminescent properties of complex 1 and 2 have been further investigated, and show that the luminescence intensity of 2 is much stronger than that of 1 probably due to the direct metal–metal interactions and a larger HOMO–LUMO gap in complex 2.",10.1016/j.jssc.2009.04.012,Luminescence
14177,1138,195.0,195,[Tb(hip)(adip)0.5(H2O)2]n·nH2O<|>CP 3,DEHGOP,Photoluminescence,Recommended,The studies of luminescence properties show that 3 Tb(III) and 4 Dy(III) exhibit typical intense luminescence in the visible region.,10.1016/j.jssc.2017.08.001,Luminescence
14184,1145,202.0,202,[Zn3(biimb)2(BPT)2]·4DMF·2.5H2O<|>Compound 1,UQENAH,Carbon Capture,Recommended,"Interestingly, 1 and 3 can selectively adsorb CO2 over N2, indicating their potential application in selective adsorption and separation.",10.1016/j.micromeso.2016.05.026,CO2 adsorption and separation
14190,1151,208.0,208,[Ag (dcpz)] (ClO4),XACHIS,Electrical Conductivity,Investigated,"The electrical resistivity of compacted pellets was measured by the conventional two-probe technique. [Ag (dcpz)] (ClO4) is an insulator [σ (25°C)<10−12 S cm−1], while the iodine-doped [Ag (dcpz)] (ClO4) behaves as a semiconductor with a conductivity of 8.2×10−5 S cm−1. Interestingly the complex when isolated from tetrahydrofuran behaves as a semiconductor with a conductivity of 1.7×10−1 S cm−1, electrical resistivity of the complex decreased with time and the final upper mentioned value changed after 24 h.",10.1016/S0277-5387(98)00284-8,Electrical conductivity
14192,1153,210.0,210,[Zn5(trz)4(btc)2(DMF)2(H2O)2]·2H2O·DMF<|>compound 1,LADHEF,Photoluminescence,Investigated,The luminescence properties of these metal–organic compounds indicate that they may be candidates for potential luminescent materials.,10.1016/j.ica.2010.07.043,Luminescent materials
14193,1154,211.0,211,[Zn4(trz)3(btc)2(CH3CN)(H2O)]·5H2O·(Bu4N)<|>compound 2,LADHIJ,Photoluminescence,Investigated,The luminescence properties of these metal–organic compounds indicate that they may be candidates for potential luminescent materials.,10.1016/j.ica.2010.07.043,Luminescent materials
14202,1163,220.0,220,{MnO(nda)(H2O)}n<|>compound 1,ODOMIF,Magnetic Material,Investigated,"Recently, the design and construction of polynuclear transition metal coordination polymers have attracted a great deal of interest in the field of supramolecular chemistry and crystal engineering, not only due to their fascinating architectures and molecular topologies, but also for their potential applications in magnetism [1–3].",10.1016/j.jssc.2013.05.028,Magnetism
